",,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced"
"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"572,2010,NBA,2,32,MIA,Dexter Pittman\pittmde01,22.119,C,us,University of Texas at Austin,2011,2014,50,6.9,2.3,1.8,0.2,0.2,0.2,.450,.450,,.545,0.5,.068"
"573,2010,NBA,2,33,SAC,Hassan Whiteside\whiteha01,21.016,C,us,Marshall University,2011,2019,343,26.0,13.4,11.4,0.6,0.6,2.3,.574,.576,.222,.593,36.8,.198"
"574,2010,NBA,2,34,POR,Armon Johnson\johnsar02,21.126,G,us,University of Nevada Reno,2011,2012,47,8.5,3.3,1.0,1.2,0.2,0.0,.458,.465,.400,.679,-0.1,-0.015"
"575,2010,NBA,2,35,WAS,Nemanja Bjelica\bjeline01,22.051,F,rs,,2016,2019,269,20.2,7.1,4.4,1.5,0.6,0.4,.460,.533,.381,.755,10.7,.095"
"576,2010,NBA,2,36,DET,Terrico White,,,,University of Mississippi,,,,,,,,,,,,,,,"
"577,2010,NBA,2,37,MIL,Darington Hobson\hobsoda01,22.274,G,us,University of New Mexico,2012,2012,5,7.8,0.8,0.6,1.2,0.0,0.0,.154,.286,.000,,-0.2,-0.225"
"578,2010,NBA,2,38,NYK,Andy Rautins\rautian01,23.240,G,us,Syracuse University,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0.0,.429,.667,.250,.500,-0.2,-0.314"
"579,2010,NBA,2,39,NYK,Landry Fields\fieldla01,22.002,F,us,Stanford University,2011,2015,255,23.6,6.8,4.3,1.6,0.8,0.2,.473,.520,.332,.666,10.5,.084"
"580,2010,NBA,2,40,IND,Lance Stephenson\stephla01,19.297,G-F,us,University of Cincinnati,2011,2019,508,23.4,8.6,4.2,2.9,0.7,0.1,.444,.494,.315,.685,16.7,.068"
"581,2010,NBA,2,41,MIA,Jarvis Varnado\varnaja01,22.120,F,us,Mississippi State University,2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,.582,.582,,.518,0.7,.089"
"582,2010,NBA,2,42,MIA,Da'Sean Butler,,,,West Virginia University,,,,,,,,,,,,,,,"
"583,2010,NBA,2,43,LAL,Devin Ebanks\ebankde01,20.244,F,us,West Virginia University,2011,2013,63,11.3,3.6,1.9,0.4,0.3,0.2,.385,.418,.222,.722,0.5,.035"
"584,2010,NBA,2,44,MIL,Jerome Jordan\jordaje01,23.274,C,jm,University of Tulsa,2012,2015,65,7.6,2.8,2.0,0.3,0.1,0.3,.528,.528,,.852,1.7,.168"
"585,2010,NBA,2,45,MIN,Paulo Prestes\prestpa01,22.135,C,br,,,,,,,,,,,,,,,,"
"586,2010,NBA,2,46,PHO,Gani Lawal\lawalga01,21.234,F,us,Georgia Institute of Technology,2011,2011,1,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009"
"587,2010,NBA,2,47,MIL,Tiny Gallon,,,,University of Oklahoma,,,,,,,,,,,,,,,"
"588,2010,NBA,2,48,MIA,Latavious Williams\willila01,21.092,F,us,,,,,,,,,,,,,,,,"
"589,2010,NBA,2,49,SAS,Ryan Richards\richary01,19.066,F-C,gb,,,,,,,,,,,,,,,,"
"590,2010,NBA,2,50,DAL,Solomon Alabi\alabiso01,22.100,C,ng,Florida State University,2011,2012,26,7.0,1.5,2.3,0.2,0.2,0.4,.314,.314,,.700,0.0,.010"
"591,2010,NBA,2,51,OKC,Magnum Rolle,,,,Louisiana Tech University,,,,,,,,,,,,,,,"
"592,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048"
"593,2010,NBA,2,53,ATL,Pape Sy\sypa01,22.085,F,fr,,2011,2011,3,7.0,2.3,1.0,0.7,0.3,0.0,.333,.400,.000,1.000,0.0,-0.047"
"594,2010,NBA,2,54,LAC,Willie Warren\warrewi01,20.250,G,us,University of Oklahoma,2011,2011,19,7.1,1.9,0.6,1.4,0.3,0.0,.371,.400,.333,.750,0.2,.065"
"595,2010,NBA,2,55,UTA,Jeremy Evans\evansje01,22.249,F,us,Western Kentucky University,2011,2018,250,10.5,3.5,2.6,0.4,0.4,0.5,.569,.583,.231,.687,8.2,.150"
"596,2010,NBA,2,56,MIN,Hamady N'Diaye\ndiayha01,23.169,C,sn,Rutgers University,2011,2014,33,4.8,0.6,0.8,0.1,0.1,0.3,.467,.467,,.462,0.0,.013"
"597,2010,NBA,2,57,IND,Ryan Reid\reidry01,23.243,F,us,Florida State University,2012,2012,5,3.4,1.6,0.4,0.0,0.0,0.0,.800,.800,,,0.1,.142"
"598,2010,NBA,2,58,LAL,Derrick Caracter\caracde01,22.056,F,us,University of Texas at El Paso,2011,2011,41,5.2,2.0,1.0,0.2,0.1,0.2,.485,.485,,.739,0.3,.057"
"599,2010,NBA,2,59,ORL,Stanley Robinson,,,,University of Connecticut,,,,,,,,,,,,,,,"
"600,2010,NBA,2,60,PHO,Dwayne Collins\collidw01,22.077,F,us,University of Miami,,,,,,,,,,,,,,,"
"601,2009,NBA,1,1,LAC,Blake Griffin\griffbl01,20.106,F,us,University of Oklahoma,2011,2019,604,35.0,21.9,9.0,4.5,0.9,0.5,.502,.522,.342,.692,75.3,.171"
"602,2009,NBA,1,2,MEM,Hasheem Thabeet\thabeha01,22.135,C,tz,University of Connecticut,2010,2014,224,10.5,2.2,2.7,0.1,0.3,0.8,.567,.567,,.578,4.8,.099"
"603,2009,NBA,1,3,OKC,James Harden\hardeja01,19.308,G,us,Arizona State University,2010,2019,765,34.1,24.3,5.2,6.2,1.6,0.5,.443,.506,.365,.857,121.9,.224"
"604,2009,NBA,1,4,SAC,Tyreke Evans\evansty01,19.284,G-F,us,University of Memphis,2010,2019,594,30.7,15.7,4.6,4.8,1.2,0.4,.440,.468,.323,.757,28.4,.075"
"605,2009,NBA,1,5,MIN,Ricky Rubio\rubiori01,18.252,G,es,,2012,2019,498,30.9,11.1,4.2,7.7,1.9,0.1,.388,.413,.322,.838,32.2,.101"
"606,2009,NBA,1,6,MIN,Jonny Flynn\flynnjo01,20.144,G,us,Syracuse University,2010,2012,163,22.9,9.2,1.9,3.9,0.7,0.0,.400,.420,.338,.809,-1.1,-0.015"
"607,2009,NBA,1,7,GSW,Stephen Curry\curryst01,21.108,G,us,Davidson College,2010,2019,694,34.4,23.5,4.5,6.6,1.7,0.2,.477,.514,.436,.905,102.9,.207"
"608,2009,NBA,1,8,NYK,Jordan Hill\hilljo01,21.339,C-F,us,University of Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,.497,.499,.136,.699,16.4,.102"
"609,2009,NBA,1,9,TOR,DeMar DeRozan\derozde01,19.327,G-F,us,University of Southern California,2010,2019,752,34.1,19.9,4.3,3.4,1.0,0.3,.451,.470,.283,.828,60.3,.113"
"610,2009,NBA,1,10,MIL,Brandon Jennings\jennibr01,19.280,G,us,,2010,2018,555,30.3,14.1,3.0,5.7,1.2,0.2,.387,.412,.345,.796,29.9,.085"
"611,2009,NBA,1,11,NJN,Terrence Williams\willite01,22.003,F,us,University of Louisville,2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,.412,.432,.317,.659,-0.2,-0.004"
"612,2009,NBA,1,12,CHA,Gerald Henderson\hendege02,21.204,G,us,Duke University,2010,2017,535,25.9,11.2,3.2,1.9,0.7,0.3,.440,.460,.327,.793,18.3,.063"
"613,2009,NBA,1,13,IND,Tyler Hansbrough\hansbty01,23.240,F,us,University of North Carolina,2010,2016,428,16.9,6.7,4.2,0.4,0.5,0.2,.439,.442,.136,.738,20.2,.134"
"614,2009,NBA,1,14,PHO,Earl Clark\clarkea01,21.165,F,us,University of Louisville,2010,2015,261,13.9,4.4,3.0,0.5,0.3,0.5,.403,.424,.328,.664,2.9,.038"
"615,2009,NBA,1,15,DET,Austin Daye\dayeau01,21.025,F,us,Gonzaga University,2010,2015,293,14.1,5.2,2.6,0.7,0.4,0.4,.402,.433,.351,.778,4.5,.053"
"616,2009,NBA,1,16,CHI,James Johnson\johnsja01,22.131,F,us,Wake Forest University,2010,2019,602,20.7,7.9,3.6,2.1,0.8,0.9,.477,.531,.305,.695,23.5,.090"
"617,2009,NBA,1,17,PHI,Jrue Holiday\holidjr01,19.018,G,us,University of California Los Angeles,2010,2019,652,33.1,15.6,3.8,6.4,1.5,0.5,.452,.486,.355,.784,39.1,.087"
"618,2009,NBA,1,18,MIN,Ty Lawson\lawsoty01,21.240,G,us,University of North Carolina,2010,2017,551,29.2,12.7,2.7,6.0,1.2,0.1,.460,.493,.359,.770,42.1,.126"
"619,2009,NBA,1,19,ATL,Jeff Teague\teaguje01,21.020,G,us,Wake Forest University,2010,2019,712,27.7,12.7,2.5,5.8,1.2,0.3,.445,.475,.356,.842,48.3,.117"
"620,2009,NBA,1,20,UTA,Eric Maynor\maynoer01,22.020,G,us,Virginia Commonwealth University,2010,2014,267,14.6,4.3,1.3,2.8,0.4,0.1,.392,.409,.350,.721,3.3,.041"
"621,2009,NBA,1,21,NOH,Darren Collison\collida01,21.312,G,us,University of California Los Angeles,2010,2019,708,29.4,12.5,2.7,5.0,1.2,0.1,.471,.495,.394,.853,49.9,.115"
"622,2009,NBA,1,22,POR,Victor Claver\clavevi01,20.304,F,es,,2013,2015,80,13.4,3.2,2.2,0.7,0.4,0.2,.398,.489,.293,.585,0.2,.011"
"623,2009,NBA,1,23,SAC,Omri Casspi\casspom01,21.008,F,il,,2010,2019,588,20.3,7.9,4.0,1.1,0.6,0.2,.454,.502,.368,.678,19.6,.078"
"624,2009,NBA,1,24,DAL,Byron Mullens\mulleby01,20.136,C,us,Ohio State University,2010,2014,189,18.2,7.4,4.2,0.8,0.4,0.5,.408,.438,.319,.706,0.6,.008"
"625,2009,NBA,1,25,OKC,Rodrigue Beaubois\beaubro01,21.127,G,gp,,2010,2013,182,15.9,7.1,1.9,2.1,0.7,0.3,.439,.500,.325,.810,4.8,.079"
"626,2009,NBA,1,26,CHI,Taj Gibson\gibsota01,24.007,F,us,University of Southern California,2010,2019,737,25.9,9.8,6.4,1.0,0.6,1.1,.512,.517,.212,.709,49.8,.125"
"627,2009,NBA,1,27,MEM,DeMarre Carroll\carrode01,22.339,F,us,University of Missouri,2010,2019,554,24.2,9.1,4.3,1.3,0.9,0.3,.430,.485,.360,.743,29.3,.105"
"628,2009,NBA,1,28,MIN,Wayne Ellington\ellinwa01,21.214,G,us,University of North Carolina,2010,2019,645,21.3,8.2,2.2,1.1,0.6,0.1,.410,.447,.379,.846,17.8,.062"
"629,2009,NBA,1,29,LAL,Toney Douglas\douglto01,23.107,G,us,Florida State University,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,.404,.448,.354,.824,12.1,.077"
"630,2009,NBA,1,30,CLE,Christian Eyenga\eyengch01,20.008,F,cd,,2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,.411,.464,.277,.611,-0.4,-0.020"
"631,2009,NBA,2,31,SAC,Jeff Ayres\pendeje02,22.063,F,us,Arizona State University,2010,2016,237,9.8,2.9,2.7,0.4,0.2,0.3,.553,.554,.400,.776,6.3,.131"
"632,2009,NBA,2,32,WAS,Jermaine Taylor\tayloje02,22.205,G,us,University of Central Florida,2010,2011,65,12.1,5.4,1.7,0.7,0.4,0.1,.441,.484,.284,.730,0.2,.014"
"633,2009,NBA,2,33,POR,Dante Cunningham\cunnida01,22.070,F,us,Villanova University,2010,2019,715,20.8,5.8,3.7,0.7,0.6,0.5,.469,.494,.345,.649,24.9,.080"
"634,2009,NBA,2,34,DEN,Sergio Llull\llullse01,21.228,G,es,,,,,,,,,,,,,,,,"
"635,2009,NBA,2,35,DET,DaJuan Summers\summeda01,21.158,F,us,Georgetown University,2010,2013,83,9.9,3.3,1.0,0.3,0.2,0.1,.384,.392,.367,.642,-0.1,-0.008"
"636,2009,NBA,2,36,MEM,Sam Young\youngsa01,24.030,F,us,University of Pittsburgh,2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,.442,.468,.280,.742,5.2,.063"
"637,2009,NBA,2,37,SAS,DeJuan Blair\blairde01,20.069,F-C,us,University of Pittsburgh,2010,2016,424,16.6,6.8,5.1,0.8,0.7,0.3,.524,.526,.000,.608,19.0,.129"
"638,2009,NBA,2,38,POR,Jon Brockman\brockjo01,22.103,F,us,University of Washington,2010,2012,150,10.5,2.1,3.1,0.3,0.2,0.1,.488,.490,.000,.618,3.7,.113"
"639,2009,NBA,2,39,DET,Jonas Jerebko\jerebjo01,22.121,F,se,,2010,2019,635,17.8,6.2,4.0,0.8,0.5,0.2,.457,.507,.363,.770,25.8,.109"
"640,2009,NBA,2,40,CHA,Derrick Brown\brownde04,21.296,F,us,Xavier University,2010,2012,171,14.9,5.2,2.4,0.7,0.5,0.2,.515,.528,.317,.637,4.5,.085"
"641,2009,NBA,2,41,MIL,Jodie Meeks\meeksjo01,21.314,G,us,University of Kentucky,2010,2019,539,22.5,9.3,2.1,1.1,0.8,0.1,.420,.471,.373,.879,24.3,.096"
"642,2009,NBA,2,42,LAL,Patrick Beverley\beverpa01,20.353,G,us,University of Arkansas,2013,2019,380,28.3,9.0,4.3,3.5,1.2,0.4,.412,.452,.380,.770,24.8,.110"
"643,2009,NBA,2,43,MIA,Marcus Thornton\thornma01,22.026,G,us,Louisiana State University,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,.425,.471,.358,.830,20.0,.085"
"644,2009,NBA,2,44,DET,Chase Budinger\budinch01,21.039,F,us,University of Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083"
"645,2009,NBA,2,45,MIN,Nick Calathes\calatni01,20.143,G,us,University of Florida,2014,2015,129,15.6,4.6,1.9,2.7,1.0,0.1,.441,.476,.288,.581,2.6,.063"
"646,2009,NBA,2,46,CLE,Danny Green\greenda02,22.009,G-F,us,University of North Carolina,2010,2019,620,25.4,9.0,3.5,1.6,1.0,0.8,.424,.457,.404,.817,39.2,.119"
"647,2009,NBA,2,47,MIN,Henk Norel\norelhe01,21.287,F-C,nl,,,,,,,,,,,,,,,,"
"648,2009,NBA,2,48,PHO,Taylor Griffin\griffta01,23.074,F,us,University of Oklahoma,2010,2010,8,4.0,1.3,0.3,0.1,0.0,0.3,.400,.500,.000,.500,0.0,-0.039"
"649,2009,NBA,2,49,ATL,Sergiy Gladyr\gladyse01,19.256,G,ua,,,,,,,,,,,,,,,,"
"650,2009,NBA,2,50,UTA,Goran Suton,,,,Michigan State University,,,,,,,,,,,,,,,"
"651,2009,NBA,2,51,SAS,Jack McClinton,,,,University of Miami,,,,,,,,,,,,,,,"
"652,2009,NBA,2,52,IND,A.J. Price\priceaj01,22.267,G,us,University of Connecticut,2010,2015,261,15.1,5.8,1.4,2.2,0.5,0.0,.380,.439,.316,.742,4.7,.058"
"653,2009,NBA,2,53,SAS,Nando De Colo\decolna01,22.008,G,fr,,2013,2014,119,11.9,3.8,1.8,1.7,0.5,0.1,.429,.463,.363,.835,2.4,.081"
"654,2009,NBA,2,54,CHA,Robert Vaden,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,"
"655,2009,NBA,2,55,POR,Patty Mills\millspa02,20.323,G,au,Saint Mary's College of California,2010,2019,605,19.0,8.4,1.7,2.4,0.6,0.1,.431,.477,.391,.849,27.5,.115"
"656,2009,NBA,2,56,DAL,Ahmad Nivins,,,,Saint Joseph's University,,,,,,,,,,,,,,,"
"657,2009,NBA,2,57,PHO,Emir Preldži?\preldem01,21.298,F-G,ba,,,,,,,,,,,,,,,,"
"658,2009,NBA,2,58,BOS,Lester Hudson\hudsole01,24.328,G,us,University of Tennessee at Martin,2010,2015,57,10.4,4.7,1.4,1.2,0.6,0.1,.375,.441,.277,.806,0.2,.016"
"659,2009,NBA,2,59,LAL,Chinemelu Elonu\elonuch01,22.112,C-F,ng,Texas A&M University,,,,,,,,,,,,,,,"
"660,2009,NBA,2,60,MIA,Robert Dozier,,,,University of Memphis,,,,,,,,,,,,,,,"
"661,2008,NBA,1,1,CHI,Derrick Rose\rosede01,19.270,G,us,University of Memphis,2009,2019,546,33.2,18.8,3.5,5.6,0.8,0.3,.453,.481,.304,.824,37.2,.099"
"662,2008,NBA,1,2,MIA,Michael Beasley\beaslmi01,19.173,F,us,Kansas State University,2009,2019,609,22.8,12.4,4.7,1.3,0.6,0.5,.465,.481,.349,.759,15.6,.054"
"663,2008,NBA,1,3,MIN,O.J. Mayo\mayooj01,20.239,G,us,University of Southern California,2009,2016,547,30.9,13.8,3.1,2.9,1.0,0.3,.429,.459,.373,.820,21.8,.062"
"664,2008,NBA,1,4,SEA,Russell Westbrook\westbru01,19.231,G,us,University of California Los Angeles,2009,2019,821,34.5,23.0,7.0,8.4,1.8,0.3,.434,.465,.308,.801,96.9,.164"
"665,2008,NBA,1,5,MEM,Kevin Love\loveke01,19.297,F,us,University of California Los Angeles,2009,2019,657,32.0,18.3,11.3,2.3,0.7,0.5,.442,.477,.370,.827,78.2,.179"
"666,2008,NBA,1,6,NYK,Danilo Gallinari\gallida01,19.327,F,it,,2009,2019,549,31.1,15.9,4.9,2.0,0.8,0.4,.425,.464,.376,.871,50.4,.142"
"667,2008,NBA,1,7,LAC,Eric Gordon\gordoer01,19.188,G,us,Indiana University,2009,2019,629,33.0,16.7,2.5,2.9,0.9,0.3,.428,.475,.374,.814,33.6,.078"
"668,2008,NBA,1,8,MIL,Joe Alexander\alexajo01,21.188,F,tw,West Virginia University,2009,2010,67,11.1,4.2,1.8,0.7,0.2,0.4,.410,.426,.340,.698,0.5,.030"
"669,2008,NBA,1,9,CHA,D.J. Augustin\augusdj01,20.234,G,us,University of Texas at Austin,2009,2019,807,24.1,9.8,1.9,4.0,0.6,0.0,.413,.438,.381,.863,41.9,.104"
"670,2008,NBA,1,10,NJN,Brook Lopez\lopezbr01,20.091,C,us,Stanford University,2009,2019,717,30.9,17.3,6.5,1.5,0.6,1.7,.498,.521,.347,.791,60.1,.130"
"671,2008,NBA,1,11,IND,Jerryd Bayless\bayleje01,19.315,G,us,University of Arizona,2009,2019,586,21.3,8.4,2.1,2.9,0.6,0.1,.411,.436,.361,.818,18.6,.072"
"672,2008,NBA,1,12,SAC,Jason Thompson\thompja02,21.346,F-C,us,Rider University,2009,2016,588,25.2,8.9,6.6,1.1,0.5,0.7,.496,.500,.143,.657,23.8,.077"
"673,2008,NBA,1,13,POR,Brandon Rush\rushbr01,22.360,G-F,us,University of Kansas,2009,2017,481,22.0,6.8,2.9,1.0,0.5,0.5,.426,.447,.402,.706,11.2,.051"
"674,2008,NBA,1,14,GSW,Anthony Randolph\randoan01,18.351,F,de,Louisiana State University,2009,2014,252,15.2,7.1,4.3,0.7,0.6,0.9,.453,.466,.241,.740,5.8,.072"
"675,2008,NBA,1,15,PHO,Robin Lopez\lopezro01,20.091,C,us,Stanford University,2009,2019,766,23.0,9.1,5.3,0.8,0.2,1.2,.531,.534,.216,.757,43.0,.117"
"676,2008,NBA,1,16,PHI,Marreese Speights\speigma01,20.332,C-F,us,University of Florida,2009,2018,705,15.1,7.9,4.1,0.7,0.3,0.5,.459,.475,.356,.797,25.8,.116"
"677,2008,NBA,1,17,TOR,Roy Hibbert\hibbero01,21.203,C,us,Georgetown University,2009,2017,662,24.8,10.0,6.3,1.3,0.4,1.7,.465,.466,.250,.755,35.9,.105"
"678,2008,NBA,1,18,WAS,JaVale McGee\mcgeeja01,20.164,C,us,University of Nevada Reno,2009,2019,633,17.4,8.0,5.1,0.4,0.4,1.6,.570,.573,.074,.588,31.9,.139"
"679,2008,NBA,1,19,CLE,J.J. Hickson\hicksjj01,19.300,F-C,us,North Carolina State University,2009,2016,534,22.3,9.5,6.8,0.8,0.5,0.6,.505,.508,.000,.617,21.9,.088"
"680,2008,NBA,1,20,CHA,Alexis Ajinça\ajincal01,20.056,C-F,fr,,2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,.503,.510,.286,.797,7.5,.093"
"681,2008,NBA,1,21,NJN,Ryan Anderson\anderry01,20.056,F,us,University of California,2009,2019,647,25.9,12.4,5.3,0.9,0.5,0.3,.422,.470,.380,.854,46.7,.134"
"682,2008,NBA,1,22,ORL,Courtney Lee\leeco01,22.272,G,us,Western Kentucky University,2009,2019,787,27.4,9.7,2.7,1.7,1.0,0.3,.450,.484,.387,.853,38.7,.086"
"683,2008,NBA,1,23,UTA,Kosta Koufos\koufoko01,19.127,C,us,Ohio State University,2009,2019,686,16.4,5.7,5.0,0.5,0.4,0.7,.534,.535,.000,.582,28.3,.120"
"684,2008,NBA,1,24,SEA,Serge Ibaka\ibakase01,18.286,F-C,cg,,2010,2019,753,28.7,12.3,7.3,0.7,0.4,2.2,.514,.547,.357,.761,63.9,.142"
"685,2008,NBA,1,25,HOU,Nicolas Batum\batumni01,19.199,F-G,fr,,2009,2019,767,31.6,11.8,5.3,3.8,1.0,0.6,.435,.503,.358,.841,54.1,.107"
"686,2008,NBA,1,26,SAS,George Hill\hillge01,22.059,G,us,Indiana University-Purdue University Indianapolis,2009,2019,726,28.2,11.2,3.1,3.2,0.9,0.3,.453,.496,.378,.801,59.9,.140"
"687,2008,NBA,1,27,NOH,Darrell Arthur\arthuda01,20.098,F,us,University of Kansas,2009,2018,503,17.8,6.5,3.5,0.8,0.6,0.6,.444,.460,.352,.765,12.3,.066"
"688,2008,NBA,1,28,MEM,Donté Greene\greendo01,20.131,F,de,Syracuse University,2009,2012,253,16.8,6.1,2.4,0.7,0.4,0.5,.406,.467,.304,.701,1.5,.017"
"689,2008,NBA,1,29,DET,D.J. White\whitedj01,21.305,F,us,Indiana University,2009,2014,138,15.3,5.9,3.2,0.6,0.3,0.4,.507,.507,.333,.720,3.8,.087"
"690,2008,NBA,1,30,BOS,J.R. Giddens\giddejr01,23.139,G,us,University of New Mexico,2009,2010,38,6.5,1.9,1.4,0.3,0.3,0.1,.476,.566,.000,.565,0.1,.027"
"691,2008,NBA,2,31,MIN,Nikola Pekovi?\pekovni01,22.180,C,me,,2011,2016,271,24.9,12.6,6.7,0.7,0.5,0.6,.518,.518,,.760,18.8,.134"
"692,2008,NBA,2,32,SEA,Walter Sharpe\sharpwa01,21.349,F,us,University of Alabama at Birmingham,2009,2009,8,2.5,1.0,0.4,0.0,0.0,0.3,.364,.444,.000,.000,-0.1,-0.131"
"693,2008,NBA,2,33,POR,Joey Dorsey\dorsejo01,24.199,F,us,University of Memphis,2009,2015,130,11.4,2.6,3.9,0.4,0.5,0.3,.534,.536,.000,.375,2.9,.092"
"694,2008,NBA,2,34,MIN,Mario Chalmers\chalmma01,22.044,G,us,University of Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,.417,.475,.351,.793,32.3,.090"
"695,2008,NBA,2,35,LAC,DeAndre Jordan\jordade01,19.345,C,us,Texas A&M University,2009,2019,819,28.2,9.6,10.9,0.9,0.6,1.6,.670,.671,.091,.466,83.4,.173"
"696,2008,NBA,2,36,POR,Ömer A??k\asikom01,21.363,C,tr,,2011,2018,471,19.6,5.3,7.1,0.6,0.4,0.7,.528,.528,.000,.551,20.9,.109"
"697,2008,NBA,2,37,MIL,Luc Mbah a Moute\mbahalu01,21.296,F,cm,University of California Los Angeles,2009,2019,686,23.3,6.4,4.1,0.9,0.9,0.4,.454,.478,.335,.660,26.0,.078"
"698,2008,NBA,2,38,CHA,Kyle Weaver\weaveky01,22.134,G,us,Washington State University,2009,2011,73,18.9,5.0,2.2,1.6,0.8,0.5,.441,.497,.353,.736,1.5,.051"
"699,2008,NBA,2,39,CHI,Sonny Weems\weemsso01,21.359,G-F,us,University of Arkansas,2009,2016,183,18.2,6.5,2.2,1.4,0.5,0.2,.465,.487,.283,.702,0.0,.001"
"700,2008,NBA,2,40,NJN,Chris Douglas-Roberts\douglch01,21.175,G,us,University of Memphis,2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,.439,.465,.329,.831,5.4,.059"
"701,2008,NBA,2,41,IND,Nathan Jawai\jawaina01,21.265,C-F,au,,2009,2010,45,9.6,2.8,2.4,0.5,0.2,0.2,.435,.439,.000,.684,0.2,.020"
"702,2008,NBA,2,42,SAC,Sean Singletary\singlse01,22.299,G,us,University of Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0.0,.365,.350,.400,.857,0.0,.006"
"703,2008,NBA,2,43,SAC,Patrick Ewing\ewingpa02,24.043,F,us,Georgetown University,2011,2011,7,2.7,0.4,0.3,0.3,0.0,0.1,.000,.000,.000,.750,-0.1,-0.158"
"704,2008,NBA,2,44,UTA,Ante Tomi?\tomican01,21.135,C,hr,,,,,,,,,,,,,,,,"
"705,2008,NBA,2,45,SAS,Goran Dragi?\dragigo01,22.057,G,si,,2009,2019,758,28.0,13.7,3.1,4.8,1.0,0.2,.466,.508,.363,.762,51.0,.115"
"706,2008,NBA,2,46,SEA,Trent Plaisted,,,,Brigham Young University Hawaii,,,,,,,,,,,,,,,"
"707,2008,NBA,2,47,WAS,Henry Walker\walkebi01,20.266,F,us,Kansas State University,2009,2015,181,16.7,6.0,2.2,0.8,0.5,0.1,.446,.560,.369,.760,5.0,.079"
"708,2008,NBA,2,48,PHO,Malik Hairston\hairsma01,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.549,.167,.514,0.8,.086"
"709,2008,NBA,2,49,GSW,Richard Hendrix,,,,University of Alabama,,,,,,,,,,,,,,,"
"710,2008,NBA,2,50,SEA,DeVon Hardin\hardide01,21.329,C,us,University of California,,,,,,,,,,,,,,,"
"711,2008,NBA,2,51,DAL,Shan Foster,,,,Vanderbilt University,,,,,,,,,,,,,,,"
"712,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,University of Kansas,2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059"
"713,2008,NBA,2,53,UTA,Tadija Dragi?evi?\dragita01,22.155,F,rs,,,,,,,,,,,,,,,,"
"714,2008,NBA,2,54,HOU,Maarty Leunen\leunema01,22.302,F,us,University of Oregon,,,,,,,,,,,,,,,"
"715,2008,NBA,2,55,POR,Mike Taylor\taylomi01,22.162,G,us,Iowa State University,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0.0,.412,.427,.325,.691,-0.4,-0.028"
"716,2008,NBA,2,56,SEA,Sasha Kaun\kaunsa01,23.055,C,ru,University of Kansas,2016,2016,25,3.8,0.9,1.0,0.1,0.2,0.2,.529,.529,,.455,0.2,.096"
"717,2008,NBA,2,57,SAS,James Gist,,,,University of Maryland,,,,,,,,,,,,,,,"
"718,2008,NBA,2,58,LAL,Joe Crawford\crawfjo01,22.015,F,us,University of Kentucky,2009,2009,2,11.5,4.5,2.0,0.5,0.5,0.0,.300,.333,.250,1.000,0.0,.037"
"719,2008,NBA,2,59,DET,Deron Washington,,,,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,"
"720,2008,NBA,2,60,BOS,Semih Erden\erdense01,21.339,C,tr,,2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,.546,.546,,.594,1.8,.094"
"721,2007,NBA,1,1,POR,Greg Oden\odengr01,19.162,C,us,Ohio State University,2009,2014,105,19.3,8.0,6.2,0.5,0.4,1.2,.574,.574,,.658,7.3,.174"
"722,2007,NBA,1,2,SEA,Kevin Durant\duranke01,18.276,F-G,us,University of Texas at Austin,2008,2019,849,36.9,27.0,7.1,4.1,1.1,1.1,.493,.532,.381,.883,141.7,.217"
